Cost Comparison of On-Prem IT vs. Public Cloud for Google Demo Customer
,
Applied Filters
None
,
Additional Settings
Public Clouds Included,GCVE
Compare On-Prem IT as Configured to GCVE including only powered on VMs with rightsizing,No
,
On-Prem IT Cloud Simulator Settings
Physical Host System Cost,"$8,000"
Hardware/ Software Depreciation Term,5 years
Shared Storage Cost/ GB,$6.00
Average Host RAM Cost/ GB,$24.00
vSphere Support,Production
Hypervisor/ELA Discount,15%
Annual License Cost/ VM,$350
Annual License Cost/ Host,"$12,000"
Environmental Costs Excluded,No
Average Watts/ Host,"430"
Cost/ kWh Electricity,$0.105
Cooling to Power Ratio,"1.8"
,
Google Cloud VMware Engine Simulator Settings
Maximum CPU Oversubscription,Optimal - Hosts by CPU Demand
Dedupe / Compression Ratio,3:1
Storage Faults To Tolerate (FTT) / RAID,FTT 1 (Raid 1)
Allow VMware Horizon,Yes
GCP Location,Los Angeles (us-west2)
Term Length,3 Years
Secondary Storage Type,Google Cloud Storage
Secondary Storage Size (GB),"1,024 GB"
,
Rightsizing Criteria
Instance Rightsizing,
Rightsize VMs using,99th %-ile vCPU and Peak vRAM Usage
Additional vCPU Headroom,0%
Do not resize below CPU and Memory reservations,No
,
Cluster Rightsizing,
Additional vCPU Headroom,Current vCPU Peak Demand
Additional vRAM Headroom,Current vRAM Peak Usage
Additional Storage Headroom,Current Storage Configured
,
Other Rightsizing,
Rightsize VMs using,99th %-ile vCPU and Peak vRAM Usage
Do not resize below CPU and Memory reservations,No
Extra vCPU Headroom,0%
Extra vRAM Headroom,0%
Extra Storage (GB),"0"
,
Summary Table Data,
Cloud,Total VMs,Supported VMs,Cost of On Prem-IT Portion as Configured,Average Cost /VM for On Prem-IT Portion as Configured,Cost of Public Cloud Portion as Configured,Average Cost /VM for Public Cloud Portion as Configured,Total Cost as Configured,Overall Average Cost /VM as Configured,Cost of On Prem-IT Portion Rightsized,Average Cost /VM for On Prem-IT Portion Rightsized,Cost of Public Cloud Portion Rightsized,Average Cost /VM for Public Cloud Portion Rightsized,Total Cost Rightsized,Overall Average Cost /VM Rightsized
On-Prem IT,629,629,1117796,1777,0,0,1117796,1777,1114265,1771,0,0,1114265,1771
GCVE,629,629,0,0,948990,1508,948990,1508,0,0,948990,1508,948990,1508
,
Table Data
VM Name,Tags,VM State,Guest OS,On-Prem IT VM Cost /Year ($),On-Prem IT Adjusted Consumed VM Cost / Year ($),On-Prem IT VM Cost /Year As Configured ($),On-Prem IT VM Cost /Year Rightsized ($),Google Cloud VMware Engine As Configured ($),Google Cloud VMware Engine Rightsized ($),vCPU,vCPU Peak Usage (%),vCPU 99th %-ile Usage (%),vCPU 95th %-ile Usage (%),vRAM (GB),vRAM Peak Usage (%),Peak IOPS,Peak Reads,Peak Writes,Peak Latency (ms),vDisk Capacity (GB),vCenter Name,Cluster Name
VM-2481206,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1016,1016,1016,1016,Supported,Supported,4,,,,12.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-122719_replica,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1732,1732,1732,1732,Supported,Supported,2,,,,22.00,,,,,,290.00,demo.google.com,Cluster-c344303
VM-122632,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1372,1372,1372,1372,Supported,Supported,2,,,,12.00,,,,,,190.00,demo.google.com,Cluster-c473761
VM-914830,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1059,1059,1059,1059,Supported,Supported,2,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-411074,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4322,4322,4322,4322,Supported,Supported,2,,,,32.00,,,,,,1050.00,demo.google.com,Cluster-c473761
VM-2416912,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,1075,1075,1075,Supported,Supported,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-410221,PoweredOn,Powered On,CentOS 4/5/6/7 (64-bit),800,800,800,800,Supported,Supported,1,100,1,0,2.00,93,65,63,39,746,30.00,demo.google.com,Cluster-c473761
VM-1912518,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),817,817,817,817,Supported,Supported,1,,,,2.00,,,,,,35.00,demo.google.com,Cluster-c473761
VM-3097587,PoweredOn,Powered Off,FreeBSD (64-bit),1731,1731,1731,1731,Supported,Supported,2,,,,8.00,,,,,,299.00,demo.google.com,Cluster-c473761
VM-316898,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),704,704,704,704,Supported,Supported,1,,,,1.00,,,,,,2.00,demo.google.com,Cluster-c473761
VM-122626,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2040,2040,2040,2040,Supported,Supported,8,,,,32.00,,,,,,360.00,demo.google.com,Cluster-c473761
VM-867476,PoweredOn,Powered Off,Ubuntu Linux (64-bit),753,753,753,753,Supported,Supported,2,,,,4.00,,,,,,12.00,demo.google.com,Cluster-c473761
VM-1590940,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),915,907,915,907,Supported,Supported,2,14,4,2,4.00,100,57,9,52,1499,60.00,demo.google.com,Cluster-c473761
VM-2727366,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),991,982,991,982,Supported,Supported,2,28,3,2,8.00,98,66,0,66,1700,80.00,demo.google.com,Cluster-c473761
VM-1818689,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),939,878,939,878,Supported,Supported,8,40,9,4,8.00,80,541,540,52,2526,50.00,demo.google.com,Cluster-c473761
VM-473751,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1557,1557,1557,1557,Supported,Supported,2,,,,4.00,,,,,,250.00,demo.google.com,Cluster-c862031
VM-2876287,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),941,930,941,930,Supported,Supported,2,100,41,33,8.00,86,886,877,172,1990,65.00,demo.google.com,Cluster-c473761
VM-3213330,PoweredOn,Powered Off,Ubuntu Linux (64-bit),805,805,805,805,Supported,Supported,4,,,,8.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-2163905,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),982,982,982,982,Supported,Supported,2,,,,4.00,,,,,,80.00,demo.google.com,Cluster-c344303
VM-659384,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4423,4423,4423,4423,Supported,Supported,6,,,,32.00,,,,,,1070.00,demo.google.com,Cluster-c473761
VM-2957012,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),5062,5062,5062,5062,Supported,Supported,4,,,,16.00,,,,,,1275.00,demo.google.com,Cluster-c344303
VM-758114,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),813,805,813,805,Supported,Supported,2,18,1,1,4.00,100,44,7,42,328,30.00,demo.google.com,Cluster-c473761
VM-1367553,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),922,922,922,922,Supported,Supported,8,,,,8.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-1526576,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),881,881,881,881,Supported,Supported,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-2163900,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),982,982,982,982,Supported,Supported,2,,,,4.00,,,,,,80.00,demo.google.com,Cluster-c862031
VM-1721309,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),813,813,813,813,Supported,Supported,2,,,,4.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-2164268,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1007,1007,1007,1007,Supported,Supported,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c344303
VM-1540021,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),9132,9132,9132,9132,Supported,Supported,8,,,,76.00,,,,,,2430.00,demo.google.com,Cluster-c862031
VM-603018_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1108,1108,1108,1108,Supported,Supported,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2466932,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1075,1059,1075,1059,Supported,Supported,4,71,30,27,8.00,100,954,831,914,3301,100.00,demo.google.com,Cluster-c473761
VM-2383901,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,1075,1075,1075,Supported,Supported,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2212446,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2984,2976,2984,2976,Supported,Supported,8,100,79,68,16.00,100,7124,2958,7085,1476,650.00,demo.google.com,Cluster-c473761
VM-1800797,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1078,1078,1078,1078,Supported,Supported,4,,,,8.00,,,,,,101.00,demo.google.com,Cluster-c473761
VM-1831094,PoweredOn,Powered Off,FreeBSD (64-bit),775,775,775,775,Supported,Supported,2,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-122395,Hadoop;PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),802,802,802,802,Supported,Supported,1,100,22,6,3.00,100,1186,819,1053,2217,30.00,demo.google.com,Cluster-c473761
VM-112147,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8353,8353,8353,8353,Supported,Supported,12,,,,30.00,,,,,,2220.00,demo.google.com,Cluster-c473761
VM-515886_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1077,1077,1077,1077,Supported,Supported,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-122689,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),817,817,817,817,Supported,Supported,1,,,,2.00,,,,,,35.00,demo.google.com,Cluster-c473761
VM-879748,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1059,1059,1059,1059,Supported,Supported,2,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1308622,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),922,922,922,922,Supported,Supported,8,,,,8.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-122709,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),948,948,948,948,Supported,Supported,2,100,55,6,4.00,100,2151,2145,1045,2681,70.00,demo.google.com,Cluster-c473761
VM-1881713,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2003 Standard (32-bit),965,956,965,956,Supported,Supported,2,100,38,2,4.00,100,774,620,747,1226,75.01,demo.google.com,Cluster-c473761
VM-789386,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),829,771,829,771,Supported,Supported,8,16,2,0,4.00,97,1191,1176,608,643,20.00,demo.google.com,Cluster-c473761
VM-1294222,PoweredOn,Powered Off,Other Linux (32-bit),698,698,698,698,Supported,Supported,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-6066,PoweredOn,Powered Off,Other Linux (32-bit),698,698,698,698,Supported,Supported,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-1780999,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,1075,1075,1075,Supported,Supported,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-424801,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3910,3910,3910,3910,Supported,Supported,4,,,,64.00,,,,,,902.00,demo.google.com,Cluster-c473761
VM-1787982,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),939,939,939,939,Supported,Supported,8,,,,8.00,,,,,,50.00,demo.google.com,Cluster-c344303
VM-1399122,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),922,861,922,861,Supported,Supported,8,100,9,5,8.00,82,786,771,136,2316,45.00,demo.google.com,Cluster-c473761
VM-2859253,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2410,2410,2410,2410,Supported,Supported,2,,,,8.00,,,,,,500.00,demo.google.com,Cluster-c344303
VM-2461776,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),2410,2401,2410,2401,Supported,Supported,2,14,1,1,8.00,97,17,0,17,1243,500.00,demo.google.com,Cluster-c473761
VM-515885_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1077,1077,1077,1077,Supported,Supported,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-177781,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),7058,7058,7058,7058,Supported,Supported,6,100,89,81,32.00,100,1439,1431,1423,1398,1850.00,demo.google.com,Cluster-c473761
VM-3166571,PoweredOn,Powered Off,Other Linux (32-bit),698,698,698,698,Supported,Supported,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-1818686,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),939,877,939,877,Supported,Supported,8,34,8,4,8.00,75,172,170,54,1726,50.00,demo.google.com,Cluster-c473761
VM-475540_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),915,915,915,915,Supported,Supported,2,,,,4.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-2876291,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1300,1275,1300,1275,Supported,Supported,12,100,72,47,56.00,100,2628,1132,2623,3374,115.00,demo.google.com,Cluster-c473761
VM-2672134,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4376,4376,4376,4376,Supported,Supported,4,,,,16.00,,,,,,1072.00,demo.google.com,Cluster-c472963
VM-1515093,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1729,1729,1729,1729,Supported,Supported,1,,,,8.00,,,,,,301.00,demo.google.com,Cluster-c344303
VM-2659403,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1194,1194,1194,1194,Supported,Supported,2,83,65,51,8.00,100,122,9,117,2564,140.00,demo.google.com,Cluster-c473761
VM-122289,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),4085,4085,4085,4085,Supported,Supported,2,100,55,55,2.00,100,3918,3904,2002,1668,1000.00,demo.google.com,Cluster-c473761
VM-1991545,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1228,1203,1228,1203,Supported,Supported,4,100,22,9,16.00,100,3384,3374,1183,2250,140.00,demo.google.com,Cluster-c473761
VM-2164266,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1093,1093,1093,1093,Supported,Supported,4,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-2615364,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),890,890,890,890,Supported,Supported,4,,,,16.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-1454037,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),726,726,726,726,Supported,Supported,1,,,,2.00,,,,,,8.00,demo.google.com,Cluster-c473761
VM-87717,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2393,2393,2393,2393,Supported,Supported,1,,,,4.00,,,,,,500.00,demo.google.com,Cluster-c344303
VM-2717121,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),847,847,847,847,Supported,Supported,2,,,,4.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-2850134,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),16505,16505,16505,16505,Supported,Supported,12,,,,80.00,,,,,,4600.00,demo.google.com,Cluster-c344303
VM-2471963,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1470,1470,1470,1470,Supported,Supported,12,,,,64.00,,,,,,160.00,demo.google.com,Cluster-c473761
VM-3154800,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1300,1300,1300,1300,Supported,Supported,12,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-182879,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1075,1075,1075,1075,Supported,Supported,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2444133,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,1075,1075,1075,Supported,Supported,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-742648,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1050,1050,1050,1050,Supported,Supported,2,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-274300,PoweredOn,Powered On,SUSE Linux Enterprise 11 (64-bit),706,706,706,706,Supported,Supported,1,28,1,1,0.59,99,77,77,25,36,3.00,demo.google.com,Cluster-c473761
VM-1647888,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1131,1131,1131,1131,Supported,Supported,8,,,,32.00,,,,,,91.00,demo.google.com,Cluster-c344303
VM-1545961,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),902,902,902,902,Supported,Supported,1,,,,2.00,,,,,,60.00,demo.google.com,Cluster-c862031
VM-2789983,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1801,1801,1801,1801,Supported,Supported,4,,,,8.00,,,,,,315.00,demo.google.com,Cluster-c862031
VM-515886,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1077,1077,1077,1077,Supported,Supported,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-3113286,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1040,1040,1040,1040,Supported,Supported,8,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-567855,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1108,1108,1108,1108,Supported,Supported,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1036344,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1075,1075,1075,1075,Supported,Supported,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2631600,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1431,1431,1431,1431,Supported,Supported,4,,,,16.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-2908762,PoweredOn,Powered Off,Other 2.6.x Linux (32-bit),911,911,911,911,Supported,Supported,2,,,,1.00,,,,,,61.00,demo.google.com,Cluster-c473761
VM-188809,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1075,1059,1075,1059,Supported,Supported,4,65,27,2,8.00,100,804,342,760,731,100.00,demo.google.com,Cluster-c473761
VM-3008472,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1548,1491,1548,1491,Supported,Supported,12,100,35,26,24.00,100,2730,1412,2730,2291,210.00,demo.google.com,Cluster-c473761
VM-841644,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4241,4241,4241,4241,Supported,Supported,8,,,,94.00,,,,,,970.00,demo.google.com,Cluster-c473761
VM-316849,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),771,771,771,771,Supported,Supported,1,,,,1.00,,,,,,22.00,demo.google.com,Cluster-c473761
VM-567856,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1244,1244,1244,1244,Supported,Supported,4,,,,8.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-2164214,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),982,982,982,982,Supported,Supported,2,,,,4.00,,,,,,80.00,demo.google.com,Cluster-c344303
VM-2859260,PoweredOn,Powered Off,Microsoft Windows Server 2016 (64-bit),881,873,881,873,Supported,Supported,2,100,18,3,4.00,100,1015,970,253,64,50.00,demo.google.com,Cluster-c344303
VM-997256,PoweredOn,Powered Off,Other 2.6.x Linux (64-bit),820,820,820,820,Supported,Supported,2,,,,4.00,,,,,,32.00,demo.google.com,Cluster-c473761
VM-316859,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),704,704,704,704,Supported,Supported,1,,,,1.00,,,,,,2.00,demo.google.com,Cluster-c473761
VM-1074962,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),957,957,957,957,Supported,Supported,4,,,,8.00,,,,,,65.00,demo.google.com,Cluster-c472963
VM-2659414,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2073,2042,2073,2042,Supported,Supported,4,100,4,4,16.00,81,2398,2385,1448,2533,390.00,demo.google.com,Cluster-c473761
VM-1205705_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),915,915,915,915,Supported,Supported,2,,,,4.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-122652,Hadoop;PoweredOn,Powered On,CentOS 4/5/6 (32-bit),712,712,712,712,Supported,Supported,1,94,11,10,0.25,100,1809,1806,109,8733,5.00,demo.google.com,Cluster-c473761
VM-1308494,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1726,1726,1726,1726,Supported,Supported,10,100,100,97,50.00,100,21624,21547,3412,6538,250.00,demo.google.com,Cluster-c473761
VM-980498,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1126,1126,1126,1126,Supported,Supported,2,,,,8.00,,,,,,120.00,demo.google.com,Cluster-c473761
VM-492086,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),834,834,834,834,Supported,Supported,1,,,,2.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-1223024,Hadoop;PoweredOn,Powered On,FreeBSD (64-bit),775,767,775,767,Supported,Supported,2,59,20,12,2.00,90,17,6,17,5573,20.00,demo.google.com,Cluster-c473761
VM-3266163,PoweredOn,Powered Off,Ubuntu Linux (64-bit),1616,1616,1616,1616,Supported,Supported,4,,,,7.81,,,,,,260.19,demo.google.com,Cluster-c473761
VM-122398,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),973,973,973,973,Supported,Supported,8,,,,8.00,,,,,,60.00,demo.google.com,Cluster-c472963
VM-1912506,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1397,1397,1397,1397,Supported,Supported,2,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-2615239,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2106,2106,2106,2106,Supported,Supported,4,,,,16.00,,,,,,400.00,demo.google.com,Cluster-c473761
VM-3277408,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),9245,9245,9245,9245,Supported,Supported,8,,,,72.00,,,,,,2466.00,demo.google.com,Cluster-c473761
VM-2834268,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,1075,1075,1075,Supported,Supported,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-291688,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1050,1050,1050,1050,Supported,Supported,2,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3300385,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),743,742,743,742,Supported,Supported,1,9,2,2,3.00,83,96,95,6,5,12.50,demo.google.com,Cluster-c473761
VM-59849,PoweredOn,Powered Off,Other Linux (32-bit),698,698,698,698,Supported,Supported,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-122663,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2131,2131,2131,2131,Supported,Supported,2,,,,4.00,,,,,,420.00,demo.google.com,Cluster-c473761
VM-122712,Hadoop;PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),881,873,881,873,Supported,Supported,2,100,17,3,4.00,100,1108,1054,701,3130,50.00,demo.google.com,Cluster-c473761
VM-1721311,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1397,1397,1397,1397,Supported,Supported,2,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-383336,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1219,1219,1219,1219,Supported,Supported,2,,,,4.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-3155028,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),5082,5082,5082,5082,Supported,Supported,10,,,,40.00,,,,,,1250.00,demo.google.com,Cluster-c473761
VM-888680,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1349,1349,1349,1349,Supported,Supported,6,,,,32.00,,,,,,160.00,demo.google.com,Cluster-c344303
VM-1367551,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),922,922,922,922,Supported,Supported,8,,,,8.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-274809,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1110,1110,1110,1110,Supported,Supported,6,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1820913,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2426,2426,2426,2426,Supported,Supported,4,,,,8.00,,,,,,500.00,demo.google.com,Cluster-c473761
VM-123049,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1937,1937,1937,1937,Supported,Supported,2,,,,8.00,,,,,,360.00,demo.google.com,Cluster-c473761
VM-122719,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1732,1732,1732,1732,Supported,Supported,2,100,100,71,22.00,100,3796,3665,2214,1289,290.00,demo.google.com,Cluster-c473761
VM-727872,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4651,4651,4651,4651,Supported,Supported,4,,,,96.00,,,,,,1100.00,demo.google.com,Cluster-c344303
VM-2876288,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),941,926,941,926,Supported,Supported,2,73,7,2,8.00,64,708,679,566,1397,65.00,demo.google.com,Cluster-c473761
VM-414370,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1397,1388,1397,1388,Supported,Supported,2,100,31,13,8.00,100,2024,2017,751,991,200.00,demo.google.com,Cluster-c473761
VM-2429147,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1071,1046,1071,1046,Supported,Supported,4,100,3,1,6.00,100,924,762,800,1013,100.00,demo.google.com,Cluster-c473761
VM-1880064,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),973,915,973,915,Supported,Supported,8,48,10,6,8.00,100,923,778,918,324,60.00,demo.google.com,Cluster-c472963
VM-216386,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2401,2401,2401,2401,Supported,Supported,2,,,,4.00,,,,,,500.00,demo.google.com,Cluster-c344303
VM-3298827,PoweredOn,Powered Off,Other Linux (32-bit),800,800,800,800,Supported,Supported,1,,,,2.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-2859246,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),5166,5166,5166,5166,Supported,Supported,2,,,,24.00,,,,,,1305.00,demo.google.com,Cluster-c344303
VM-78395,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1331,1331,1331,1331,Supported,Supported,8,,,,32.00,,,,,,150.00,demo.google.com,Cluster-c473761
