Google Cloud VMware Engine Simulator for Google Demo Customer
,
Applied Filters
vCenter,demo.google.com
Datacenter,Datacenter-2
VM Support Filter,All Supported VMs
,
Card Settings
Maximum CPU Oversubscription,Optimal - Hosts by CPU Demand
Dedupe / Compression Ratio,3:1
Storage Faults To Tolerate (FTT) / RAID,FTT 1 (Raid 1)
Allow VMware Horizon,Yes
GCP Location,Los Angeles (us-west2)
Term Length,3 Years
Secondary Storage Type,Google Cloud Storage
Secondary Storage Size (GB),"1,024 GB"
,
Rightsizing Criteria
Additional vCPU Headroom,Current vCPU Peak Demand
Additional vRAM Headroom,Current vRAM Peak Usage
Additional vSAN Storage Headroom,Current vSAN Storage Configured
,
Annual GCVE Cost,$948990
,
Cloud Environment Recommendation
Hosts,"19"
Host Type,ve1-standard-72
Host Placement,
Cluster #1,16 Hosts
Cluster #2,3 Hosts
,
Table Data
VM Name,Tags,VM State,Guest OS,vCPU,Cores per Socket,vCPU Peak Demand (GHz),vRAM (GB),vRAM Peak Usage (%),Peak IOPS,Peak Reads,Peak Writes,Peak Latency (ms),vDisk Capacity (GB),vDisk Used (GB),Additional Storage (GB),Snapshots,Datastores,Networks,GCP Cluster,GCP VPC,vCenter Name,Cluster Name
VM-1991540,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,4,9.33,16.00,100,2476,2472,1478,22958,140.00,118.75,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1991545,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,4,10.88,16.00,100,3384,3374,1183,2250,140.00,100.64,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1991547,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,4,8.56,16.00,100,4918,4911,1371,3115,140.00,95.87,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1991550,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,4,7.58,16.00,100,1972,1968,1388,2077,140.00,87.03,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1991627,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,4,10.86,16.00,100,4261,4228,1280,2208,230.00,220.38,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2010936,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,3.00,,,,,,30.00,27.16,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2010963,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),6,6,,16.00,,,,,,350.00,347.72,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2011107,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,24.00,,,,,,120.00,106.42,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-204675,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,6.00,,,,,,100.00,93.93,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2058801,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,101.00,64.80,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2058802,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,100.00,90.02,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-212149,PoweredOn,Powered On,Ubuntu Linux (64-bit),4,4,2.42,4.00,80,833,833,21,4480,80.00,74.25,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-216386,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,2,,4.00,,,,,,500.00,493.33,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2163900,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,80.00,54.26,0.00,3,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-2163905,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,80.00,49.27,0.00,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2163908,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,8.00,,,,,,80.00,63.37,0.00,3,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-2164214,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,80.00,51.79,0.00,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2164266,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,16.00,,,,,,100.00,84.57,1.00,3,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-2164267,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,8.00,,,,,,99.87,92.83,0.00,3,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-2164268,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,8.00,,,,,,80.00,66.55,0.00,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2164273,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,200.00,215.97,0.00,3,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2164330,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,64.00,,,,,,801.00,744.51,0.00,3,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-2164389,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,2.00,,,,,,80.00,56.54,0.00,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2183584,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),8,8,19.95,16.00,100,3850,2338,1948,1748,650.00,164.89,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2183587,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),2,2,5.34,8.00,100,1689,1632,1059,1949,100.00,52.26,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2186157,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,8.00,,,,,,60.00,59.50,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2186160,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,8.00,,,,,,60.00,59.47,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2186165,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,80.00,25.04,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2186371,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),4,2,2.44,24.00,8,15,0,15,41,100.00,19.78,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2186372,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),4,2,1.31,24.00,15,64,48,16,50,100.00,31.66,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2186373,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),4,2,4.91,24.00,98,16,0,16,951,100.00,27.01,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2186374,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),4,2,1.02,24.00,97,16,0,16,1231,100.00,17.67,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2186534,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,90.00,70.36,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2212446,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),8,8,19.27,16.00,100,7124,2958,7085,1476,650.00,166.88,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2235405,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,50.00,47.19,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-229409,PoweredOn,Powered Off,Other Linux (32-bit),1,1,,0.13,,,,,,1.00,0.89,,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2339042,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,60.00,59.66,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-2383897,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,101.00,75.01,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2383901,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,100.00,94.20,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2416912,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,100.00,76.29,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2429147,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,2,9.02,6.00,100,924,762,800,1013,100.00,32.14,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2431936,PoweredOn,Powered Off,Red Hat Enterprise Linux 5 (32-bit),1,1,,2.00,,,,,,56.00,29.21,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2434076,"",Powered Off,Red Hat Enterprise Linux 6 (64-bit),1,1,,1.00,,,,,,200.00,4.64,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2444049,PoweredOn,Powered Off,Red Hat Enterprise Linux 7 (64-bit),1,1,,1.00,,,,,,100.00,1.66,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2444132,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,50.00,46.54,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2444133,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,100.00,82.28,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2444291,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),4,4,2.18,16.00,60,18,0,18,434,100.00,11.07,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2444293,PoweredOn,Powered Off,Red Hat Enterprise Linux 7 (64-bit),4,4,,16.00,,,,,,100.00,10.96,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2451511,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),8,2,10.75,16.00,100,2229,2045,2229,1081,200.00,135.06,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2461776,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),2,2,0.46,8.00,97,17,0,17,1243,500.00,27.55,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2462345,PoweredOn,Powered Off,Red Hat Enterprise Linux 7 (64-bit),2,2,,8.00,,,,,,500.00,12.62,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2466931,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),4,2,11.24,8.00,100,1098,1029,920,1505,101.00,55.93,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2466932,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),4,2,8.02,8.00,100,954,831,914,3301,100.00,89.67,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2469555,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,16.00,,,,,,80.00,78.27,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2471959,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,12.00,,,,,,80.00,29.00,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2471963,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),12,2,,64.00,,,,,,160.00,72.30,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2481206,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,12.00,,,,,,80.00,30.59,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2502780,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,30.00,28.46,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2521655,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),8,4,3.24,4.00,100,495,482,104,1756,50.00,42.92,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1545961_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,2.00,,,,,,60.00,58.12,,5,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2534187,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),8,4,2.23,4.00,100,232,226,55,1144,50.00,21.29,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2539196,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,64.00,,,,,,2400.00,1050.11,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2548537,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),12,6,,64.00,,,,,,220.00,172.25,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2600282,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,1,,16.00,,,,,,280.00,156.64,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2600452,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),24,6,,32.00,,,,,,100.00,99.75,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2605107,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,80.00,38.83,,3,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-2615239,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,1,,16.00,,,,,,400.00,56.88,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2615364,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,1,,16.00,,,,,,40.00,14.16,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2631243,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),12,2,,64.00,,,,,,160.00,78.50,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2631600,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,1,,16.00,,,,,,200.00,155.38,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2634976,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),10,2,,96.00,,,,,,701.00,704.72,,3,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-2635118,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,3.33,4.00,100,57,7,52,209,30.00,28.03,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2644041,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),8,4,12.16,24.00,100,3297,2283,3297,1689,220.00,115.11,0.00,1,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2644048,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),8,4,10.21,24.00,100,2656,1240,2115,1650,220.00,126.17,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2659403,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,1.51,8.00,100,122,9,117,2564,140.00,36.08,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2659409,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,3.35,8.00,100,229,9,229,2777,140.00,35.58,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2659414,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,1,11.16,16.00,81,2398,2385,1448,2533,390.00,37.92,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2659415,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,1,5.44,16.00,99,762,102,759,1688,390.00,38.35,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1295378_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,12.00,,,,,,320.00,315.98,,1,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-2672126,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,1,,16.00,,,,,,750.00,746.98,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-2672134,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,1,,16.00,,,,,,1072.00,1069.29,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-2677718,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,16.00,,,,,,30.00,27.65,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2677744,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,16.00,,,,,,30.00,27.61,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2704876,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,30.00,28.65,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2716965,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,1,,4.00,,,,,,40.00,8.57,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2716982,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,1,,4.00,,,,,,40.00,11.51,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2717121,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,1,,4.00,,,,,,40.00,26.54,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2717129,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),16,8,,64.00,,,,,,314.00,169.65,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2717130,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,137.00,78.13,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2727366,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),2,1,1.02,8.00,98,66,0,66,1700,80.00,18.03,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2727376,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),2,1,1.68,8.00,98,62,0,62,5489,80.00,65.97,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-274300,PoweredOn,Powered On,SUSE Linux Enterprise 11 (64-bit),1,1,0.47,0.59,99,77,77,25,36,3.00,2.18,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-274809,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),6,6,,16.00,,,,,,100.00,80.20,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-274816,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),6,6,,16.00,,,,,,100.00,85.94,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2752133,PoweredOn,Powered Off,Ubuntu Linux (64-bit),2,1,,4.00,,,,,,19.53,3.13,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2752210,PoweredOn,Powered On,Ubuntu Linux (64-bit),2,1,0.53,4.00,78,12,0,12,2913,19.53,5.41,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2753857,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,80.00,114.51,0.00,1,1,3,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-2753859,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,80.00,79.64,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-2753857_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,80.00,68.54,,3,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2753859_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,80.00,74.19,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2779962,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1,1,,2.00,,,,,,280.00,246.06,,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-27839,PoweredOn,Powered Off,Other Linux (32-bit),1,1,,0.13,,,,,,1.00,0.92,,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-27841,PoweredOn,Powered Off,Other Linux (32-bit),1,1,2.25,0.13,100,0,0,0,0,1.00,0.89,,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2784331,PoweredOn,Powered On,Linux 3.10.0-957.el7.x86_64 CentOS Linux release 7.6.1810 (Core) ,1,1,0.26,2.00,92,10,3,10,189,100.00,3.27,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2789983,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,315.00,145.13,,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-2791617,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,8.00,,,,,,115.00,66.60,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2791618,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,16.00,,,,,,315.00,64.35,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2791620,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,16.00,,,,,,315.00,80.58,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2834268,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,8.00,,,,,,100.00,92.15,,3,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-2843498,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,200.00,63.31,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-2850134,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),12,6,,80.00,,,,,,4600.00,3328.23,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2857443,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,16.00,,,,,,999.87,1003.31,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2859232,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),2,2,5.54,12.00,100,947,944,224,6666,580.00,477.05,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2859238,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,1,,28.00,,,,,,870.00,869.78,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2859246,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,1,,24.00,,,,,,1305.00,1300.50,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2859253,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,2,,8.00,,,,,,500.00,499.83,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2859256,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,2.00,,,,,,60.00,59.07,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2859260,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,2,4.72,4.00,100,1015,970,253,64,50.00,46.71,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2859262,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,4.00,,,,,,45.00,27.45,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2859238_replica,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,1,,28.00,,,,,,870.00,834.80,,1,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-2872248,PoweredOn,Powered On,Other 3.x or later Linux (64-bit),6,6,10.27,14.00,100,998,869,477,6552,250.00,220.17,907.04,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2874035,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,1,,16.00,,,,,,500.00,45.14,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2876287,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),2,2,5.76,8.00,86,886,877,172,1990,65.00,58.12,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2876288,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),2,2,2.98,8.00,64,708,679,566,1397,65.00,52.36,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2876289,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),8,2,12.20,16.00,100,7846,3676,4740,3253,3650.00,2817.15,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2876291,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),12,6,32.43,56.00,100,2628,1132,2623,3374,115.00,114.58,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2876293,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),12,6,,56.00,,,,,,115.00,113.03,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2880486,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),10,2,19.14,36.00,100,1970,1907,1767,2064,150.00,126.99,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
