GCP Cloud Simulator for Google Demo Customer
,
Applied Filters
vCenter,demo.google.com
Datacenter,Datacenter-2
VM Match Filter,All Matched VMs
,
Card Settings
GCP Location,Iowa (us-central1)
Storage Type,Zonal
Storage Media,Optimal
Instance CPU,Intel Based
Match to standard instances only,No
Exclude E2 instances,No
Consider GPUs when,GPUs Already in Place
Match to GPUs providing,Best Performance
Include Sole Tenant Nodes,Yes
Allow Oversubscription,Yes
BYO Microsoft Licenses,Yes
Exclude Live Migration Nodes,No
Allow Desktop OS/MSDN,No
Term Length,3 Years
Instance Class,Regular
BYO Linux Licenses,Yes
,
Rightsizing Criteria
Rightsize VMs using,VM as Configured
,
Table Data
VM Name,Tags,VM State,Guest OS,VM Cost / Year ($),Instance Cost Portion ($),Sole Tenant Node Cost Portion ($),GPU Cost Portion ($),OS Cost Portion ($),Storage Cost Portion ($),Instance,Instance vCPU,Instance vRAM (GB),Sole Tenant Node,GCP GPU,Storage Media,vCPU,vCPU Peak Usage (%),vCPU 99th %-ile Usage (%),vCPU 95th %-ile Usage (%),vRAM (GB),vRAM Peak Usage (%),Peak IOPS,Peak Reads,Peak Writes,Peak Latency (ms),vDisk Capacity (GB),vCenter Name,Cluster Name
VM-1385264,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1214,0,705,0,0,509,n1-custom,2,16.00," Node #3",0,HDD,2,,,,16.00,,,,,,1060.00,demo.google.com,Cluster-c473761
VM-3297554,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),158,132,0,0,0,26,e2-medium,1,4.00,,0,SSD,1,100,82,4,3.00,98,1948,1948,6,849,12.50,demo.google.com,Cluster-c473761
VM-2471959,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),851,0,813,0,0,38,n1-custom,4,12.00," Node #10",0,HDD,4,,,,12.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-641234,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2998,0,1410,0,0,1588,n1-custom,4,32.00," Node #13",0,HDD,4,,,,32.00,,,,,,3309.00,demo.google.com,Cluster-c473761
VM-1308495,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1148,0,1126,0,0,22,n1-custom,8,7.25," Node #7",0,HDD,8,,,,4.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-1233262,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),361,0,347,0,0,14,n1-custom,2,4.00," Node #9",0,HDD,2,,,,4.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-2635118,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),408,0,347,0,0,61,n1-custom,2,4.00," Node #10",0,SSD,2,88,63,40,4.00,100,57,7,52,209,30.00,demo.google.com,Cluster-c344303
VM-3292745,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),676,0,574,0,0,102,n1-custom,4,4.00," Node #7",0,SSD,4,100,17,10,4.00,100,1846,1817,791,9307,49.87,demo.google.com,Cluster-c473761
VM-3054687,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),670,0,466,0,0,204,n1-custom,2,8.00," Node #6",0,SSD,2,100,25,3,8.00,100,2144,1646,2038,1610,100.00,demo.google.com,Cluster-c473761
VM-2462345,PoweredOn,Powered Off,Red Hat Enterprise Linux 7 (64-bit),504,264,0,0,0,240,e2-standard-2,2,8.00,,0,HDD,2,,,,8.00,,,,,,500.00,demo.google.com,Cluster-c473761
VM-454918,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),731,0,693,0,0,38,n1-custom,4,8.00," Node #3",0,HDD,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-1429567,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3577,0,3047,0,0,530,n1-custom,10,64.00," Node #12",0,SSD,10,100,100,100,64.00,100,11494,11065,5367,102,260.00,demo.google.com,Cluster-c344303
VM-2481206,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),851,0,813,0,0,38,n1-custom,4,12.00," Node #9",0,HDD,4,,,,12.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-122719_replica,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1023,0,884,0,0,139,n1-custom,2,22.00," Node #2",0,HDD,2,,,,22.00,,,,,,290.00,demo.google.com,Cluster-c344303
VM-122632,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),676,0,585,0,0,91,n1-custom,2,12.00," Node #8",0,HDD,2,,,,12.00,,,,,,190.00,demo.google.com,Cluster-c473761
VM-914830,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),514,0,466,0,0,48,n1-custom,2,8.00," Node #4",0,HDD,2,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-411074,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1686,0,1182,0,0,504,n1-custom,2,32.00," Node #6",0,HDD,2,,,,32.00,,,,,,1050.00,demo.google.com,Cluster-c473761
VM-2416912,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #1",0,HDD,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-410221,PoweredOn,Powered On,CentOS 4/5/6/7 (64-bit),193,132,0,0,0,61,e2-medium,1,4.00,,0,SSD,1,100,1,0,2.00,93,65,63,39,746,30.00,demo.google.com,Cluster-c473761
VM-1912518,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),304,0,287,0,0,17,n1-custom,2,2.00," Node #9",0,HDD,1,,,,2.00,,,,,,35.00,demo.google.com,Cluster-c473761
VM-3097587,PoweredOn,Powered Off,FreeBSD (64-bit),408,264,0,0,0,144,e2-standard-2,2,8.00,,0,HDD,2,,,,8.00,,,,,,299.00,demo.google.com,Cluster-c473761
VM-316898,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),133,132,0,0,0,1,e2-medium,1,4.00,,0,HDD,1,,,,1.00,,,,,,2.00,demo.google.com,Cluster-c473761
VM-122626,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2037,0,1864,0,0,173,n1-custom,8,32.00," Node #5",0,HDD,8,,,,32.00,,,,,,360.00,demo.google.com,Cluster-c473761
VM-867476,PoweredOn,Powered Off,Ubuntu Linux (64-bit),224,218,0,0,0,6,e2-custom,2,4.00,,0,HDD,2,,,,4.00,,,,,,12.00,demo.google.com,Cluster-c473761
VM-1590940,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),376,0,347,0,0,29,n1-custom,2,4.00," Node #5",0,HDD,2,14,4,2,4.00,100,57,9,52,1499,60.00,demo.google.com,Cluster-c473761
VM-2727366,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),302,264,0,0,0,38,e2-standard-2,2,8.00,,0,HDD,2,28,3,2,8.00,98,66,0,66,1700,80.00,demo.google.com,Cluster-c473761
VM-1818689,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1250,0,1148,0,0,102,n1-custom,8,8.00," Node #2",0,SSD,8,40,9,4,8.00,80,541,540,52,2526,50.00,demo.google.com,Cluster-c473761
VM-473751,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),467,0,347,0,0,120,n1-custom,2,4.00," Node #2",0,HDD,2,,,,4.00,,,,,,250.00,demo.google.com,Cluster-c862031
VM-2876287,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),599,0,466,0,0,133,n1-custom,2,8.00," Node #11",0,SSD,2,100,41,33,8.00,86,886,877,172,1990,65.00,demo.google.com,Cluster-c473761
VM-3213330,PoweredOn,Powered Off,Ubuntu Linux (64-bit),446,436,0,0,0,10,e2-custom,4,8.00,,0,HDD,4,,,,8.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-2163905,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),385,0,347,0,0,38,n1-custom,2,4.00," Node #1",0,HDD,2,,,,4.00,,,,,,80.00,demo.google.com,Cluster-c344303
VM-659384,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2151,0,1637,0,0,514,n1-custom,6,32.00," Node #7",0,HDD,6,,,,32.00,,,,,,1070.00,demo.google.com,Cluster-c473761
VM-2957012,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1544,0,932,0,0,612,n1-custom,4,16.00," Node #4",0,HDD,4,,,,16.00,,,,,,1275.00,demo.google.com,Cluster-c344303
VM-758114,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),361,0,347,0,0,14,n1-custom,2,4.00," Node #3",0,HDD,2,18,1,1,4.00,100,44,7,42,328,30.00,demo.google.com,Cluster-c473761
VM-1367553,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1170,0,1148,0,0,22,n1-custom,8,8.00," Node #12",0,HDD,8,,,,8.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-1526576,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),371,0,347,0,0,24,n1-custom,2,4.00," Node #6",0,HDD,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-2163900,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),385,0,347,0,0,38,n1-custom,2,4.00," Node #11",0,HDD,2,,,,4.00,,,,,,80.00,demo.google.com,Cluster-c862031
VM-1721309,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),361,0,347,0,0,14,n1-custom,2,4.00," Node #4",0,HDD,2,,,,4.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-2164268,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),731,0,693,0,0,38,n1-custom,4,8.00," Node #13",0,HDD,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c344303
VM-1540021,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4344,0,3178,0,0,1166,n1-custom,8,76.00," Node #6",0,HDD,8,,,,76.00,,,,,,2430.00,demo.google.com,Cluster-c862031
VM-603018_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1196,0,1148,0,0,48,n1-custom,8,8.00," Node #8",0,HDD,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2466932,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),897,0,693,0,0,204,n1-custom,4,8.00," Node #9",0,SSD,4,71,30,27,8.00,100,954,831,914,3301,100.00,demo.google.com,Cluster-c473761
VM-2383901,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #10",0,HDD,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2212446,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2713,0,1387,0,0,1326,n1-custom,8,16.00," Node #1",0,SSD,8,100,79,68,16.00,100,7124,2958,7085,1476,650.00,demo.google.com,Cluster-c473761
VM-1800797,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #7",0,HDD,4,,,,8.00,,,,,,101.00,demo.google.com,Cluster-c473761
VM-1831094,PoweredOn,Powered Off,FreeBSD (64-bit),205,195,0,0,0,10,e2-highcpu-2,2,2.00,,0,HDD,2,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-122395,Hadoop;PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),378,0,317,0,0,61,n1-custom,2,3.00," Node #5",0,SSD,1,100,22,6,3.00,100,1186,819,1053,2217,30.00,demo.google.com,Cluster-c473761
VM-112147,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3325,0,2259,0,0,1066,n1-custom,12,30.00," Node #9",0,HDD,12,,,,30.00,,,,,,2220.00,demo.google.com,Cluster-c473761
VM-515886_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),753,0,705,0,0,48,n1-custom,2,16.00," Node #2",0,HDD,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-122689,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),304,0,287,0,0,17,n1-custom,2,2.00," Node #8",0,HDD,1,,,,2.00,,,,,,35.00,demo.google.com,Cluster-c473761
VM-879748,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),514,0,466,0,0,48,n1-custom,2,8.00," Node #5",0,HDD,2,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1308622,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1170,0,1148,0,0,22,n1-custom,8,8.00," Node #6",0,HDD,8,,,,8.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-122709,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),490,0,347,0,0,143,n1-custom,2,4.00," Node #5",0,SSD,2,100,55,6,4.00,100,2151,2145,1045,2681,70.00,demo.google.com,Cluster-c473761
VM-1881713,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2003 Standard (32-bit),500,0,347,0,0,153,n1-custom,2,4.00," Node #7",0,SSD,2,100,38,2,4.00,100,774,620,747,1226,75.01,demo.google.com,Cluster-c473761
VM-789386,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),775,734,0,0,0,41,e2-custom,8,4.00,,0,SSD,8,16,2,0,4.00,97,1191,1176,608,643,20.00,demo.google.com,Cluster-c473761
VM-1294222,PoweredOn,Powered Off,Other Linux (32-bit),132,132,0,0,0,0,e2-medium,1,4.00,,0,HDD,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-6066,PoweredOn,Powered Off,Other Linux (32-bit),132,132,0,0,0,0,e2-medium,1,4.00,,0,HDD,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-1780999,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #3",0,HDD,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-424801,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2798,0,2365,0,0,433,n1-custom,4,64.00," Node #8",0,HDD,4,,,,64.00,,,,,,902.00,demo.google.com,Cluster-c473761
VM-1787982,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1172,0,1148,0,0,24,n1-custom,8,8.00," Node #4",0,HDD,8,,,,8.00,,,,,,50.00,demo.google.com,Cluster-c344303
VM-1399122,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1240,0,1148,0,0,92,n1-custom,8,8.00," Node #1",0,SSD,8,100,9,5,8.00,82,786,771,136,2316,45.00,demo.google.com,Cluster-c473761
VM-2859253,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),706,0,466,0,0,240,n1-custom,2,8.00," Node #2",0,HDD,2,,,,8.00,,,,,,500.00,demo.google.com,Cluster-c344303
VM-2461776,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),504,264,0,0,0,240,e2-standard-2,2,8.00,,0,HDD,2,14,1,1,8.00,97,17,0,17,1243,500.00,demo.google.com,Cluster-c473761
VM-515885_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),753,0,705,0,0,48,n1-custom,2,16.00," Node #13",0,HDD,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-177781,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),5411,0,1637,0,0,3774,n1-custom,6,32.00," Node #10",0,SSD,6,100,89,81,32.00,100,1439,1431,1423,1398,1850.00,demo.google.com,Cluster-c473761
VM-3166571,PoweredOn,Powered Off,Other Linux (32-bit),132,132,0,0,0,0,e2-medium,1,4.00,,0,HDD,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-1818686,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1250,0,1148,0,0,102,n1-custom,8,8.00," Node #5",0,SSD,8,34,8,4,8.00,75,172,170,54,1726,50.00,demo.google.com,Cluster-c473761
VM-475540_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),376,0,347,0,0,29,n1-custom,2,4.00," Node #10",0,HDD,2,,,,4.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-2876291,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),3270,0,3035,0,0,235,n1-custom,12,56.00," Node #7",0,SSD,12,100,72,47,56.00,100,2628,1132,2623,3374,115.00,demo.google.com,Cluster-c473761
VM-2672134,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1447,0,932,0,0,515,n1-custom,4,16.00," Node #12",0,HDD,4,,,,16.00,,,,,,1072.00,demo.google.com,Cluster-c472963
VM-1515093,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),610,0,466,0,0,144,n1-custom,2,8.00," Node #1",0,HDD,1,,,,8.00,,,,,,301.00,demo.google.com,Cluster-c344303
VM-2659403,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),533,0,466,0,0,67,n1-custom,2,8.00," Node #7",0,HDD,2,83,65,51,8.00,100,122,9,117,2564,140.00,demo.google.com,Cluster-c473761
VM-122289,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2327,0,287,0,0,2040,n1-custom,2,2.00," Node #3",0,SSD,2,100,55,55,2.00,100,3918,3904,2002,1668,1000.00,demo.google.com,Cluster-c473761
VM-1991545,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1218,0,932,0,0,286,n1-custom,4,16.00," Node #11",0,SSD,4,100,22,9,16.00,100,3384,3374,1183,2250,140.00,demo.google.com,Cluster-c473761
VM-2164266,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),980,0,932,0,0,48,n1-custom,4,16.00," Node #6",0,HDD,4,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-2615364,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),951,0,932,0,0,19,n1-custom,4,16.00," Node #5",0,HDD,4,,,,16.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-1454037,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),136,132,0,0,0,4,e2-medium,1,4.00,,0,HDD,1,,,,2.00,,,,,,8.00,demo.google.com,Cluster-c473761
VM-87717,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),587,0,347,0,0,240,n1-custom,2,4.00," Node #9",0,HDD,1,,,,4.00,,,,,,500.00,demo.google.com,Cluster-c344303
VM-2717121,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),366,0,347,0,0,19,n1-custom,2,4.00," Node #9",0,HDD,2,,,,4.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-2850134,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),4162,1954,0,0,0,2208,e2-custom,12,80.00,,0,HDD,12,,,,80.00,,,,,,4600.00,demo.google.com,Cluster-c344303
VM-2471963,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3351,0,3274,0,0,77,n1-custom,12,64.00," Node #8",0,HDD,12,,,,64.00,,,,,,160.00,demo.google.com,Cluster-c473761
VM-3154800,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3090,0,3035,0,0,55,n1-custom,12,56.00," Node #5",0,HDD,12,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-182879,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #10",0,HDD,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2444133,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #9",0,HDD,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-742648,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),395,0,347,0,0,48,n1-custom,2,4.00," Node #8",0,HDD,2,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-274300,PoweredOn,Powered On,SUSE Linux Enterprise 11 (64-bit),53,47,0,0,0,6,f1-micro,0.2,0.60,,0,SSD,1,28,1,1,0.59,99,77,77,25,36,3.00,demo.google.com,Cluster-c473761
VM-1647888,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1908,0,1864,0,0,44,n1-custom,8,32.00," Node #9",0,HDD,8,,,,32.00,,,,,,91.00,demo.google.com,Cluster-c344303
VM-1545961,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),316,0,287,0,0,29,n1-custom,2,2.00," Node #13",0,HDD,1,,,,2.00,,,,,,60.00,demo.google.com,Cluster-c862031
VM-2789983,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),844,0,693,0,0,151,n1-custom,4,8.00," Node #8",0,HDD,4,,,,8.00,,,,,,315.00,demo.google.com,Cluster-c862031
VM-515886,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),753,0,705,0,0,48,n1-custom,2,16.00," Node #7",0,HDD,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-3113286,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1186,0,1148,0,0,38,n1-custom,8,8.00," Node #13",0,HDD,8,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-567855,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1196,0,1148,0,0,48,n1-custom,8,8.00," Node #12",0,HDD,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1036344,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #11",0,HDD,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2631600,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1028,0,932,0,0,96,n1-custom,4,16.00," Node #10",0,HDD,4,,,,16.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-2908762,PoweredOn,Powered Off,Other 2.6.x Linux (32-bit),212,183,0,0,0,29,e2-custom,2,1.00,,0,HDD,2,,,,1.00,,,,,,61.00,demo.google.com,Cluster-c473761
VM-188809,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),897,0,693,0,0,204,n1-custom,4,8.00," Node #6",0,SSD,4,65,27,2,8.00,100,804,342,760,731,100.00,demo.google.com,Cluster-c473761
VM-3008472,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2508,0,2080,0,0,428,n1-custom,12,24.00," Node #11",0,SSD,12,100,35,26,24.00,100,2730,1412,2730,2291,210.00,demo.google.com,Cluster-c473761
VM-841644,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4181,0,3715,0,0,466,n1-custom,8,94.00," Node #4",0,HDD,8,,,,94.00,,,,,,970.00,demo.google.com,Cluster-c473761
VM-316849,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),143,132,0,0,0,11,e2-medium,1,4.00,,0,HDD,1,,,,1.00,,,,,,22.00,demo.google.com,Cluster-c473761
VM-567856,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),765,0,693,0,0,72,n1-custom,4,8.00," Node #3",0,HDD,4,,,,8.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-2164214,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),385,0,347,0,0,38,n1-custom,2,4.00," Node #13",0,HDD,2,,,,4.00,,,,,,80.00,demo.google.com,Cluster-c344303
VM-2859260,PoweredOn,Powered Off,Microsoft Windows Server 2016 (64-bit),449,0,347,0,0,102,n1-custom,2,4.00," Node #12",0,SSD,2,100,18,3,4.00,100,1015,970,253,64,50.00,demo.google.com,Cluster-c344303
VM-997256,PoweredOn,Powered Off,Other 2.6.x Linux (64-bit),233,218,0,0,0,15,e2-custom,2,4.00,,0,HDD,2,,,,4.00,,,,,,32.00,demo.google.com,Cluster-c473761
VM-316859,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),133,132,0,0,0,1,e2-medium,1,4.00,,0,HDD,1,,,,1.00,,,,,,2.00,demo.google.com,Cluster-c473761
VM-1074962,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),724,0,693,0,0,31,n1-custom,4,8.00," Node #4",0,HDD,4,,,,8.00,,,,,,65.00,demo.google.com,Cluster-c472963
VM-2659414,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1728,0,932,0,0,796,n1-custom,4,16.00," Node #9",0,SSD,4,100,4,4,16.00,81,2398,2385,1448,2533,390.00,demo.google.com,Cluster-c473761
VM-1205705_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),376,0,347,0,0,29,n1-custom,2,4.00," Node #2",0,HDD,2,,,,4.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-122652,Hadoop;PoweredOn,Powered On,CentOS 4/5/6 (32-bit),57,47,0,0,0,10,f1-micro,0.2,0.60,,0,SSD,1,94,11,10,0.25,100,1809,1806,109,8733,5.00,demo.google.com,Cluster-c473761
VM-1308494,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),3139,0,2629,0,0,510,n1-custom,10,50.00," Node #3",0,SSD,10,100,100,97,50.00,100,21624,21547,3412,6538,250.00,demo.google.com,Cluster-c473761
VM-980498,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),524,0,466,0,0,58,n1-custom,2,8.00," Node #1",0,HDD,2,,,,8.00,,,,,,120.00,demo.google.com,Cluster-c473761
VM-492086,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),306,0,287,0,0,19,n1-custom,2,2.00," Node #12",0,HDD,1,,,,2.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-1223024,Hadoop;PoweredOn,Powered On,FreeBSD (64-bit),142,132,0,0,0,10,e2-medium,1,4.00,,0,HDD,2,59,20,12,2.00,90,17,6,17,5573,20.00,demo.google.com,Cluster-c473761
VM-3266163,PoweredOn,Powered Off,Ubuntu Linux (64-bit),561,436,0,0,0,125,e2-custom,4,8.00,,0,HDD,4,,,,7.81,,,,,,260.19,demo.google.com,Cluster-c473761
VM-122398,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1177,0,1148,0,0,29,n1-custom,8,8.00," Node #2",0,HDD,8,,,,8.00,,,,,,60.00,demo.google.com,Cluster-c472963
VM-1912506,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),562,0,466,0,0,96,n1-custom,2,8.00," Node #11",0,HDD,2,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-2615239,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1124,0,932,0,0,192,n1-custom,4,16.00," Node #8",0,HDD,4,,,,16.00,,,,,,400.00,demo.google.com,Cluster-c473761
VM-3277408,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4242,0,3058,0,0,1184,n1-custom,8,72.00," Node #2",0,HDD,8,,,,72.00,,,,,,2466.00,demo.google.com,Cluster-c473761
