On-Prem IT Cloud Simulator for Google Demo Customer
,
Applied Filters
None
,
Card Settings
Physical Host System Cost,"$8,000"
Hardware/ Software Depreciation Term,5 years
Shared Storage Cost/ GB,$6.00
Average Host RAM Cost/ GB,$24.00
vSphere Support,Production
Hypervisor/ELA Discount,15%
Annual License Cost/ VM,$350
Annual License Cost/ Host,"$12,000"
Environmental Costs Excluded,No
Average Watts/ Host,"430"
Cost/ kWh Electricity,$0.105
Cooling to Power Ratio,"1.8"
,
Rightsizing Criteria
If the configuration was at,Peak vCPU and Peak vRAM Usage
Do not resize below CPU and Memory reservations,No
,
Table Data
VM Name,Tags,VM State,Guest OS,VM Cost / Year ($),Compute Cost Portion ($),Storage Cost Portion ($),Adjusted Consumed VM Cost / Year ($),Adjusted Consumed Compute Cost Portion ($),Adjusted Consumed Storage Cost Portion ($),vCPU,vCPU Peak Usage (%),vCPU 99th %-ile Usage (%),vCPU 95th %-ile Usage (%),vRAM (GB),vRAM Peak Usage (%),Peak IOPS,Peak Reads,Peak Writes,Peak Latency (ms),vDisk Capacity (GB),vCenter Name,Cluster Name
VM-1787982,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),939,770,169,,,169,8,,,,8.00,,,,,,50.00,demo.google.com,Cluster-c344303
VM-1399122,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),922,770,152,919,767,152,8,100,9,5,8.00,82,786,771,136,2316,45.00,demo.google.com,Cluster-c473761
VM-2859253,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2410,721,1689,,,1689,2,,,,8.00,,,,,,500.00,demo.google.com,Cluster-c344303
VM-2461776,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),2410,721,1689,2401,712,1689,2,14,1,1,8.00,97,17,0,17,1243,500.00,demo.google.com,Cluster-c473761
VM-515885_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1077,739,338,,,338,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-177781,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),7058,808,6250,7058,808,6250,6,100,89,81,32.00,100,1439,1431,1423,1398,1850.00,demo.google.com,Cluster-c473761
VM-3166571,PoweredOn,Powered Off,Other Linux (32-bit),698,695,3,,,3,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-1818686,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),939,770,169,893,724,169,8,34,8,4,8.00,75,172,170,54,1726,50.00,demo.google.com,Cluster-c473761
VM-475540_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),915,712,203,,,203,2,,,,4.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-2876291,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1300,911,389,1300,911,389,12,100,72,47,56.00,100,2628,1132,2623,3374,115.00,demo.google.com,Cluster-c473761
VM-2672134,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4376,755,3621,,,3621,4,,,,16.00,,,,,,1072.00,demo.google.com,Cluster-c472963
VM-1515093,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1729,712,1017,,,1017,1,,,,8.00,,,,,,301.00,demo.google.com,Cluster-c344303
VM-2659403,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1194,721,473,1194,721,473,2,83,65,51,8.00,100,122,9,117,2564,140.00,demo.google.com,Cluster-c473761
VM-122289,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),4085,707,3378,4085,707,3378,2,100,55,55,2.00,100,3918,3904,2002,1668,1000.00,demo.google.com,Cluster-c473761
VM-1991545,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1228,755,473,1228,755,473,4,100,22,9,16.00,100,3384,3374,1183,2250,140.00,demo.google.com,Cluster-c473761
VM-2164266,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1093,755,338,,,338,4,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-2615364,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),890,755,135,,,135,4,,,,16.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-1454037,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),726,699,27,,,27,1,,,,2.00,,,,,,8.00,demo.google.com,Cluster-c473761
VM-87717,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2393,704,1689,,,1689,1,,,,4.00,,,,,,500.00,demo.google.com,Cluster-c344303
VM-2717121,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),847,712,135,,,135,2,,,,4.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-2850134,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),16505,965,15540,,,15540,12,,,,80.00,,,,,,4600.00,demo.google.com,Cluster-c344303
VM-2471963,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1470,929,541,,,541,12,,,,64.00,,,,,,160.00,demo.google.com,Cluster-c473761
VM-3154800,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1300,911,389,,,389,12,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-182879,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1075,737,338,,,338,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2444133,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,737,338,,,338,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-742648,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1050,712,338,,,338,2,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-274300,PoweredOn,Powered On,SUSE Linux Enterprise 11 (64-bit),706,696,10,706,696,10,1,28,1,1,0.59,99,77,77,25,36,3.00,demo.google.com,Cluster-c473761
VM-1647888,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1131,824,307,,,307,8,,,,32.00,,,,,,91.00,demo.google.com,Cluster-c344303
VM-1545961,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),902,699,203,,,203,1,,,,2.00,,,,,,60.00,demo.google.com,Cluster-c862031
VM-2789983,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1801,737,1064,,,1064,4,,,,8.00,,,,,,315.00,demo.google.com,Cluster-c862031
VM-515886,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1077,739,338,,,338,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-3113286,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1040,770,270,,,270,8,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-567855,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1108,770,338,,,338,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1036344,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1075,737,338,,,338,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2631600,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1431,755,676,,,676,4,,,,16.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-2908762,PoweredOn,Powered Off,Other 2.6.x Linux (32-bit),911,705,206,,,206,2,,,,1.00,,,,,,61.00,demo.google.com,Cluster-c473761
VM-188809,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1075,737,338,1067,729,338,4,65,27,2,8.00,100,804,342,760,731,100.00,demo.google.com,Cluster-c473761
VM-3008472,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1548,839,709,1548,839,709,12,100,35,26,24.00,100,2730,1412,2730,2291,210.00,demo.google.com,Cluster-c473761
VM-841644,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4241,964,3277,,,3277,8,,,,94.00,,,,,,970.00,demo.google.com,Cluster-c473761
VM-316849,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),771,697,74,,,74,1,,,,1.00,,,,,,22.00,demo.google.com,Cluster-c473761
VM-567856,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1244,737,507,,,507,4,,,,8.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-2164214,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),982,712,270,,,270,2,,,,4.00,,,,,,80.00,demo.google.com,Cluster-c344303
VM-2859260,PoweredOn,Powered Off,Microsoft Windows Server 2016 (64-bit),881,712,169,881,712,169,2,100,18,3,4.00,100,1015,970,253,64,50.00,demo.google.com,Cluster-c344303
VM-997256,PoweredOn,Powered Off,Other 2.6.x Linux (64-bit),820,712,108,,,108,2,,,,4.00,,,,,,32.00,demo.google.com,Cluster-c473761
VM-316859,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),704,697,7,,,7,1,,,,1.00,,,,,,2.00,demo.google.com,Cluster-c473761
VM-1074962,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),957,737,220,,,220,4,,,,8.00,,,,,,65.00,demo.google.com,Cluster-c472963
VM-2659414,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2073,755,1318,2066,748,1318,4,100,4,4,16.00,81,2398,2385,1448,2533,390.00,demo.google.com,Cluster-c473761
VM-1205705_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),915,712,203,,,203,2,,,,4.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-122652,Hadoop;PoweredOn,Powered On,CentOS 4/5/6 (32-bit),712,695,17,712,695,17,1,94,11,10,0.25,100,1809,1806,109,8733,5.00,demo.google.com,Cluster-c473761
VM-1308494,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1726,881,845,1726,881,845,10,100,100,97,50.00,100,21624,21547,3412,6538,250.00,demo.google.com,Cluster-c473761
VM-980498,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1126,721,405,,,405,2,,,,8.00,,,,,,120.00,demo.google.com,Cluster-c473761
VM-492086,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),834,699,135,,,135,1,,,,2.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-1223024,Hadoop;PoweredOn,Powered On,FreeBSD (64-bit),775,707,68,775,707,68,2,59,20,12,2.00,90,17,6,17,5573,20.00,demo.google.com,Cluster-c473761
VM-3266163,PoweredOn,Powered Off,Ubuntu Linux (64-bit),1616,737,879,,,879,4,,,,7.81,,,,,,260.19,demo.google.com,Cluster-c473761
VM-122398,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),973,770,203,,,203,8,,,,8.00,,,,,,60.00,demo.google.com,Cluster-c472963
VM-1912506,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1397,721,676,,,676,2,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-2615239,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2106,755,1351,,,1351,4,,,,16.00,,,,,,400.00,demo.google.com,Cluster-c473761
VM-3277408,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),9245,914,8331,,,8331,8,,,,72.00,,,,,,2466.00,demo.google.com,Cluster-c473761
VM-2834268,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,737,338,,,338,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-291688,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1050,712,338,,,338,2,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3300385,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),743,701,42,742,700,42,1,9,2,2,3.00,83,96,95,6,5,12.50,demo.google.com,Cluster-c473761
VM-59849,PoweredOn,Powered Off,Other Linux (32-bit),698,695,3,,,3,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-122663,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2131,712,1419,,,1419,2,,,,4.00,,,,,,420.00,demo.google.com,Cluster-c473761
VM-122712,Hadoop;PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),881,712,169,881,712,169,2,100,17,3,4.00,100,1108,1054,701,3130,50.00,demo.google.com,Cluster-c473761
VM-1721311,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1397,721,676,,,676,2,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-383336,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1219,712,507,,,507,2,,,,4.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-3155028,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),5082,859,4223,,,4223,10,,,,40.00,,,,,,1250.00,demo.google.com,Cluster-c473761
VM-888680,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1349,808,541,,,541,6,,,,32.00,,,,,,160.00,demo.google.com,Cluster-c344303
VM-1367551,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),922,770,152,,,152,8,,,,8.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-274809,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1110,772,338,,,338,6,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1820913,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2426,737,1689,,,1689,4,,,,8.00,,,,,,500.00,demo.google.com,Cluster-c473761
VM-123049,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1937,721,1216,,,1216,2,,,,8.00,,,,,,360.00,demo.google.com,Cluster-c473761
VM-122719,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1732,752,980,1732,752,980,2,100,100,71,22.00,100,3796,3665,2214,1289,290.00,demo.google.com,Cluster-c473761
VM-727872,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4651,935,3716,,,3716,4,,,,96.00,,,,,,1100.00,demo.google.com,Cluster-c344303
VM-2876288,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),941,721,220,934,714,220,2,73,7,2,8.00,64,708,679,566,1397,65.00,demo.google.com,Cluster-c473761
VM-414370,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1397,721,676,1397,721,676,2,100,31,13,8.00,100,2024,2017,751,991,200.00,demo.google.com,Cluster-c473761
VM-2429147,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1071,733,338,1071,733,338,4,100,3,1,6.00,100,924,762,800,1013,100.00,demo.google.com,Cluster-c473761
VM-1880064,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),973,770,203,940,737,203,8,48,10,6,8.00,100,923,778,918,324,60.00,demo.google.com,Cluster-c472963
VM-216386,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2401,712,1689,,,1689,2,,,,4.00,,,,,,500.00,demo.google.com,Cluster-c344303
VM-3298827,PoweredOn,Powered Off,Other Linux (32-bit),800,699,101,,,101,1,,,,2.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-2859246,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),5166,757,4409,,,4409,2,,,,24.00,,,,,,1305.00,demo.google.com,Cluster-c344303
VM-78395,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1331,824,507,,,507,8,,,,32.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-122319,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),945,759,186,912,726,186,8,49,11,5,3.00,100,864,860,673,4691,55.00,demo.google.com,Cluster-c473761
VM-1399120,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),922,770,152,871,719,152,8,23,7,3,8.00,88,49,15,47,1940,45.00,demo.google.com,Cluster-c473761
VM-1308590,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),922,770,152,,,152,8,,,,8.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-848311,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1413,737,676,,,676,4,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-316900,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),704,697,7,,,7,1,,,,1.00,,,,,,2.00,demo.google.com,Cluster-c473761
VM-877250,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1416,737,679,,,679,4,,,,8.00,,,,,,201.00,demo.google.com,Cluster-c473761
VM-29677,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2003 (32-bit),1016,712,304,1015,711,304,2,73,7,3,4.00,94,579,554,146,1218,90.00,demo.google.com,Cluster-c473761
VM-2880486,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1357,850,507,1357,850,507,10,100,78,70,36.00,100,1970,1907,1767,2064,150.00,demo.google.com,Cluster-c473761
VM-1255749,PoweredOn,Powered Off,Microsoft Windows Server 2008 (32-bit),2232,712,1520,,,1520,2,,,,4.00,,,,,,450.00,demo.google.com,Cluster-c473761
VM-2791617,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1110,721,389,,,389,2,,,,8.00,,,,,,115.00,demo.google.com,Cluster-c344303
VM-869273,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),7166,1034,6132,,,6132,16,,,,96.00,,,,,,1815.00,demo.google.com,Cluster-c473761
VM-2548537,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1672,929,743,,,743,12,,,,64.00,,,,,,220.00,demo.google.com,Cluster-c473761
VM-866461,PoweredOn,Powered On,CentOS 4/5/6/7 (64-bit),868,699,169,868,699,169,1,49,1,1,2.00,99,67,4,67,1130,50.00,demo.google.com,Cluster-c473761
VM-204675,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1054,716,338,,,338,2,,,,6.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1454057,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),924,721,203,915,712,203,2,8,1,1,8.00,98,15,2,15,81,60.00,demo.google.com,Cluster-c473761
VM-606043,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1075,737,338,,,338,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-913609,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1075,737,338,,,338,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3166012,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1300,911,389,,,389,12,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-567854,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1126,788,338,,,338,8,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3298980,PoweredOn,Powered On,Other Linux (32-bit),800,699,101,797,696,101,1,31,1,1,2.00,36,893,867,26,4696,30.00,demo.google.com,Cluster-c473761
VM-3300550,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),743,701,42,742,700,42,1,20,3,2,3.00,81,279,274,6,10,12.50,demo.google.com,Cluster-c473761
VM-2955565,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),881,712,169,,,169,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-2872248,PoweredOn,Powered On,Other 3.x or later Linux (64-bit),1612,767,845,1587,742,845,6,41,26,21,14.00,100,998,869,477,6552,250.00,demo.google.com,Cluster-c473761
VM-1261690,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),1388,712,676,,,676,2,,,,4.00,,,,,,200.00,demo.google.com,Cluster-c862031
VM-1962736,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1720,842,878,,,878,8,,,,40.00,,,,,,260.00,demo.google.com,Cluster-c473761
VM-1485235,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1518,842,676,,,676,8,,,,40.00,,,,,,200.00,demo.google.com,Cluster-c472963
VM-1432840,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),702,695,7,,,7,1,,,,0.25,,,,,,2.00,demo.google.com,Cluster-c473761
VM-113501,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1312,721,591,,,591,2,,,,8.00,,,,,,175.00,demo.google.com,Cluster-c862031
VM-62797,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1129,788,341,,,341,8,,,,16.00,,,,,,101.00,demo.google.com,Cluster-c473761
VM-71265,PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),4186,808,3378,4186,808,3378,6,100,100,95,32.00,100,8696,8654,1440,5713,1000.00,demo.google.com,Cluster-c473761
VM-64060,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1413,737,676,,,676,4,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-62887,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1099,761,338,,,338,8,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3165806,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1251,862,389,,,389,6,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-454902,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,737,338,,,338,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-122356,Hadoop;PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),781,697,84,781,697,84,1,100,67,19,1.00,100,624,510,305,1067,25.00,demo.google.com,Cluster-c473761
VM-125425,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1750,737,1013,,,1013,4,,,,8.00,,,,,,300.00,demo.google.com,Cluster-c473761
VM-3270565,PoweredOn,Powered On,Linux 3.10.0-957.el7.x86_64 CentOS Linux release 7.8.2003 (Core),881,712,169,881,712,169,2,89,8,5,4.00,100,383,156,367,10254,50.00,demo.google.com,Cluster-c473761
VM-122694,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1557,712,845,,,845,2,,,,4.00,,,,,,250.00,demo.google.com,Cluster-c473761
VM-1821086,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1582,737,845,,,845,4,,,,8.00,,,,,,250.00,demo.google.com,Cluster-c473761
VM-3296509,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1246,739,507,1246,739,507,2,100,61,11,16.00,100,1310,1310,918,1033,150.00,demo.google.com,Cluster-c473761
VM-2752210,PoweredOn,Powered On,Ubuntu Linux (64-bit),778,712,66,767,701,66,2,5,1,1,4.00,78,12,0,12,2913,19.53,demo.google.com,Cluster-c473761
VM-1131228,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),767,699,68,,,68,1,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-167582,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),5082,859,4223,,,4223,10,,,,40.00,,,,,,1250.00,demo.google.com,Cluster-c472963
VM-616420,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),813,712,101,813,712,101,2,100,3,2,4.00,100,1376,1374,427,5112,30.00,demo.google.com,Cluster-c473761
VM-414301,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1077,739,338,,,338,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-46779,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),2132,781,1351,,,1351,6,,,,20.00,,,,,,400.00,demo.google.com,Cluster-c473761
VM-27839,PoweredOn,Powered Off,Other Linux (32-bit),698,695,3,,,3,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-931949,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2196,737,1459,,,1459,4,,,,8.00,,,,,,432.00,demo.google.com,Cluster-c473761
VM-113466,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1464,788,676,,,676,8,,,,16.00,,,,,,200.00,demo.google.com,Cluster-c344303
VM-3297133,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1752,739,1013,1752,739,1013,2,100,100,64,16.00,100,1913,1911,1300,3073,300.00,demo.google.com,Cluster-c473761
VM-1455663,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1518,842,676,,,676,8,,,,40.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-2163908,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1007,737,270,,,270,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c862031
VM-2843498,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1413,737,676,,,676,4,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c472963
VM-2010963,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1954,772,1182,,,1182,6,,,,16.00,,,,,,350.00,demo.google.com,Cluster-c473761
VM-1545961_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),902,699,203,,,203,1,,,,2.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-2704876,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),813,712,101,,,101,2,,,,4.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-2908607,PoweredOn,Powered On,Linux 4.19.52 Other Linux 4.x or later kernel,927,721,206,919,713,206,2,100,53,19,8.00,56,187,173,49,5169,61.00,demo.google.com,Cluster-c473761
VM-3166089,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1300,911,389,1300,911,389,12,100,100,53,56.00,100,2446,1380,1981,1011,115.00,demo.google.com,Cluster-c473761
VM-2753857,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1007,737,270,,,270,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c862031
VM-1641542,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),969,733,236,,,236,4,,,,6.00,,,,,,70.00,demo.google.com,Cluster-c473761
VM-186812,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1210,734,476,,,476,3,,,,10.00,,,,,,141.00,demo.google.com,Cluster-c473761
VM-9209,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1228,721,507,,,507,2,,,,8.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-2998491,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),813,712,101,800,699,101,2,12,1,1,4.00,54,51,8,44,502,30.00,demo.google.com,Cluster-c473761
VM-1084859_replica,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1804,824,980,,,980,8,,,,32.00,,,,,,290.00,demo.google.com,Cluster-c344303
VM-92543,PoweredOn,Powered Off,Ubuntu Linux (64-bit),1328,737,591,,,591,4,,,,8.00,,,,,,175.00,demo.google.com,Cluster-c472963
